month,year,brandname,productname,name,weight
8,2022,TATA Structura,Square_Pipe,145*82*4.0_YST210,1675.8
8,2022,TATA GP Pipe ,G.P. Pipe,40*40*1.2mm,2496.0
8,2022,G.D.MALHOTRA,Angle,40*40*6mm,1260.0
8,2022,TATA Structura,Square_Pipe,75*25*1.6_YST210,1776.8
8,2022,TATA Structura,Square_Pipe,96*48*1.8_YST210,145.4
8,2022,AM/NS (Essar),Plate,5mm*1500*6300,750.0
8,2022,TATA Structura,Square_Pipe,40*40*3.2_YST210,712.0
8,2022,TATA Structura,Square_Pipe,60*60*2.9_YST210,1961.7
8,2022,TATA GP Pipe ,G.P. Pipe,80*40*1.6mm,1618.2
8,2022,TATA GP Pipe ,G.P. Pipe,60*40*1.6mm,840.8
8,2022,AM/NS (Essar),Plate,6mm*1250*6300,1125.0
8,2022,As Per IS2062,Flat,125*10,970.2
8,2022,Apollo,Square_Pipe,80*80*4.8_YST310,130.4
8,2022,TATA Structura,Square_Pipe,96*48*2.9_YST210,151.9
8,2022,TATA Structura,Square_Pipe,50*25*2.9_YST210,113.8
8,2022,AM/NS (Essar),SHEET ,3mm*1020*3050,584.0
8,2022,VIZAG / SAIL,Angle,100*100*10mm,89.4
8,2022,G.D.MALHOTRA,Angle,35*35*4mm,75.6
8,2022,G.D.MALHOTRA,Flat,50*6,14.4
8,2022,As Per IS2062,Flat,200*6,112.8
8,2022,As Per IS2062,Flat,100*16,75.6
8,2022,As Per IS2062,Flat,100*10,46.8
8,2022,As Per IS2062,Flat,40*10,74.4
8,2022,As Per IS2062,Flat,75*8,1128.0
8,2022,VIZAG / SAIL,Beam,150*75 L,98.8
8,2022,TATA Pipes,Round_Pipes (Mtr),15_C CLASS_3.2mm,60.5
8,2022,TATA Pipes,Round_Pipes (Mtr),20_C CLASS_3.2mm,101.0
8,2022,TATA Pipes,Round_Pipes (Mtr),25_C CLASS_4.0mm,193.4
8,2022,TATA Pipes,Round_Pipes (Mtr),65_C CLASS_4.5mm,380.7
8,2022,TATA Pipes,Round_Pipes (Mtr),100_C CLASS_5.4mm,1305.0
8,2022,JINDAL STAR,G.I. Pipe(Mtr),15_2.6_B Class,183.0
8,2022,JINDAL STAR,G.I. Pipe(Mtr),20_2.6_B Class,83.7
8,2022,JINDAL STAR,G.I. Pipe(Mtr),40_3.2_B Class,41.0
8,2022,JINDAL STAR,G.I. Pipe(Mtr),80_4.0_B Class,195.6
8,2022,JINDAL STAR,G.I. Pipe(Mtr),100_4.5_B Class,2256.0
8,2022,JINDAL STAR,G.I. Pipe(Mtr),150_4.8_B Class,3755.6
8,2022,TATA Structura,Round_Pipes,40_2mm,55.9
8,2022,AM/NS (Essar),Plate,5mm*1250*6300,3465.0
8,2022,VIZAG / SAIL,Round_Bar,20mm,88.9
8,2022,AM/NS (Essar),Cheq.Plate,3mm*1250*5000 (Chq.),1900.0
8,2022,TATA Structura,Square_Pipe,60*40*3.6_YST210,806.8
8,2022,AM/NS (Essar),Cheq.Plate,6mm*1250*5000 (Chq.),3000.0
8,2022,TATA GP Pipe ,G.P. Pipe,25*25*2.0mm,1800.0
8,2022,TATA GP Pipe ,G.P. Pipe,50*50*1.2mm,4399.2
8,2022,As Per IS2062,Flat,65*8,724.5
8,2022,As Per IS2062,Flat,65*10,100.0
8,2022,AM/NS (Essar),Plate,12mm*1500*6300,1790.0
8,2022,AM/NS (Essar),SHEET ,3mm*1250*3660,110.0
8,2022,JINDAL STAR,G.I. Pipe(Mtr),25_4.0_C Class,16.8
8,2022,TATA GP Pipe ,G.P. Pipe,80*40*1.2mm,1320.0
8,2022,TATA GP Pipe ,G.P. Pipe,72*72*1.6mm,523.5
8,2022,TATA GP Pipe ,G.P. Pipe,60*40*1.2mm,1110.6
8,2022,TATA GP Pipe ,G.P. Pipe,50*50*1.6mm,1446.0
8,2022,TATA GP Pipe ,G.P. Pipe,50_1.6mm,696.0
8,2022,TATA GP Pipe ,G.P. Pipe,50_2.0mm,518.4
8,2022,TATA Structura,Square_Pipe,60*60*2.0_YST210,436.8
8,2022,TATA Structura,Square_Pipe,25*25*1.8_YST210,375.0
8,2022,TATA Structura,Square_Pipe,40*40*1.8_YST210,636.0
8,2022,TATA Structura,Square_Pipe,25*25*2.9_YST210,4800.0
8,2022,TATA Structura,Square_Pipe,72*72*3.2_YST210,1046.8
8,2022,TATA Structura,Square_Pipe,80*40*3.2_YST210,2640.0
8,2022,AM/NS (Essar),Plate,12mm CTL,670.0
8,2022,TATA Structura,Square_Pipe,96*48*3.2_YST210,630.9
8,2022,AM/NS (CRC),CRC Sheet,3mm*1250*2500,1125.0
8,2022,AM/NS (Essar),Plate,16mm*1250*6300,995.0
8,2022,VIZAG / SAIL,Angle,75*75*10mm,66.0
8,2022,TATA Structura,Square_Pipe,80*80*4.8_YST310,717.4
8,2022,TATA Structura,Square_Pipe,100*100*2.0_YST210,354.0
8,2022,Polish Bar,Polish Bar,R 25mm,199.5
8,2022,Polish Bar,Polish Bar,R 40mm,90.2
8,2022,Polish Bar,Polish Bar,R 20mm,30.1
8,2022,Polish Bar,Polish Bar,R 16mm,28.9
8,2022,Polish Bar,Polish Bar,R 12mm,56.1
8,2022,Rolling,Flat,25*6,72.0
8,2022,TATA Pipes,Round_Pipes (Mtr),80_B CLASS_4.0mm,100.3
8,2022,TATA Pipes,Round_Pipes (Mtr),32_B CLASS_3.2mm,55.8
8,2022,JSW Colouron+,PPGL,0.50 CC AZ150 GSM,3653.2000000000007
8,2022,As Per IS2062,Flat,40*16,30.0
8,2022,Rolling,Round_Bar,32mm,113.6
8,2022,MSL Seamless,Seamless Pipe,50_Sch40_3.91mm,163.2
8,2022,MSL Seamless,Seamless Pipe,40_Sch40_3.68mm,24.3
8,2022,MSL Seamless,Seamless Pipe,25_Sch40_3.38mm,15.0
8,2022,Polish Bar,Polish Bar,Sq 40*40,301.4
8,2022,As Per IS2062,Flat,100*12,112.8
8,2022,AM/NS (Essar),SHEET ,3mm*1500*6300,1540.0
8,2022,AM/NS (Essar),SHEET ,3.15mm*1250*2500,78.0
8,2022,As Per IS2062,Square_Bar,32*32,48.2
8,2022,VIZAG / SAIL,Angle,65*65*8mm,46.2
8,2022,Rolling,Angle,35*35*4mm,37.8
8,2022,Rolling,Flat,32*6,9.0
8,2022,Rolling,Flat,12*5,2.8
9,2022,Rolling,Angle,35*35*4mm,37.8
9,2022,As Per IS2062,Flat,40*10,130.20000000000002
9,2022,AM/NS (Essar),Plate,4mm*1500*6300,1740.0
9,2022,AM/NS (CRC),CRC Sheet,1.2mm*1250*2500,609.0
9,2022,Polish Bar,Polish Bar,R 16mm,199.1
9,2022,Polish Bar,Polish Bar,R 10mm,3.9
9,2022,Rolling,Round_Bar,10mm,26.0
9,2022,As Per IS2062,Flat,40*8,60.0
9,2022,Rolling,Flat,32*6,9.0
9,2022,Rolling,Flat,12*5,8.399999999999999
9,2022,Polish Bar,Polish Bar,R 25mm,23.1
9,2022,TATA Pipes,Round_Pipes (Mtr),25_B CLASS_3.2mm,14.5
9,2022,Rolling,Flat,25*3,165.6
9,2022,G.D.MALHOTRA,Beam,100*50 L,1008.0
9,2022,Rolling,Flat,25*5,1878.0
9,2022,TATA Structura,Square_Pipe,40*40*1.6_YST210,22795.8
9,2022,TATA Structura,Square_Pipe,25*25*1.6_YST210,5363.56
9,2022,G.D.MALHOTRA,Angle,25*25*5mm,669.6
9,2022,G.D.MALHOTRA,Angle,40*40*4mm,302.4
9,2022,As Per IS2062,Square_Bar,16*16,108.5
9,2022,VIZAG / SAIL,Angle,65*65*6mm,939.6
9,2022,TATA Pipes,Round_Pipes (Mtr),32_C CLASS_4.0mm,1273.4
9,2022,TATA Pipes,Round_Pipes (Mtr),20_C CLASS_3.2mm,370.3
9,2022,VIZAG / SAIL,Channel,200*75 STD,9407.2
9,2022,AM/NS (Essar),Plate,4mm*1250*6300,2360.0
9,2022,As Per IS2062,Flat,100*25,176.4
9,2022,As Per IS2062,Flat,75*10,156.0
9,2022,Rolling,Round_Bar,32mm,176.7
9,2022,AM/NS (Essar),Plate,10mm*1500*6300,11500.0
9,2022,AM/NS (Essar),Plate,4mm*1250*2500,2900.0
9,2022,AM/NS (Essar),Plate,5mm*1250*2500,675.0
9,2022,AM/NS (Essar),Plate,6mm CTL,5040.0
9,2022,AM/NS (Essar),Plate,16MM*2500*12000,1600.0
9,2022,AM/NS (Essar),Plate,20mm CTL,1000.0
9,2022,AM/NS (Essar),Plate,32mm CTL,500.0
9,2022,AM/NS (Essar),Plate,25mm CTL,2180.0
9,2022,Apollo,G.I. Pipe(Mtr),125_4.8_B Class,372.5
9,2022,Apollo,G.I. Pipe(Mtr),50_3.6_B Class,87.7
9,2022,Apollo,G.I. Pipe(Mtr),80_4.0_B Class,48.9
9,2022,TATA Structura,Square_Pipe,60*40*1.8_YST210,3904.0
9,2022,TATA Structura,Square_Pipe,80*40*2.0_YST210,14006.5
9,2022,TATA Structura,Square_Pipe,72*72*2.0_YST210,6151.700000000001
9,2022,TATA Structura,Square_Pipe,50*50*2.0_YST210,20806.1
9,2022,TATA Structura,Square_Pipe,96*48*2.0_YST210,10836.0
9,2022,TATA Structura,Square_Pipe,50*50*1.6_YST210,25364.9
9,2022,TATA Structura,Square_Pipe,96*48*1.6_YST210,3433.0
9,2022,TATA GP Pipe ,G.P. Pipe,50*50*1.2mm,1000.0
9,2022,AM/NS (Essar),SHEET ,1.6mm*910*2500,18408.0
9,2022,AM/NS (Essar),SHEET ,3mm*1250*6300,1110.0
9,2022,G.D.MALHOTRA,Channel,75*40 -1.7,10816.7
9,2022,AM/NS (CRC),CRC Sheet,2mm*1250*2500,500.0
9,2022,TATA Structura,Square_Pipe,50*50*4.0_YST210,5526.84
9,2022,TATA Structura,Square_Pipe,80*40*3.2_YST210,990.0
9,2022,TATA Structura,Square_Pipe,40*40*2.9_YST210,481.5
9,2022,TATA Structura,Square_Pipe,80*40*2.6_YST210,4730.0
9,2022,AM/NS (Essar),Plate,12mm*1250*2500,1800.0
9,2022,AM/NS (Essar),SHEET ,2mm*1250*2500,2800.0
9,2022,As Per IS2062,Flat,40*16,30.0
9,2022,As Per IS2062,Flat,40*20,37.8
9,2022,TATA Structura,Square_Pipe,60*60*2.9_YST210,150.9
9,2022,AM/NS (Essar),Plate,8mm*1250*2500,3400.0
9,2022,VIZAG / SAIL,Beam,300*140 STD,2512.4
9,2022,VIZAG / SAIL,Beam,200*100 STD,11865.4
9,2022,VIZAG / SAIL,Beam,150*75 STD,5744.3
9,2022,VIZAG / SAIL,Channel,75*40 STD,4641.400000000001
9,2022,VIZAG / SAIL,Channel,100*50 STD,17601.3
9,2022,AM/NS (Essar),SHEET ,2.5mm*1250*2500,682.0
9,2022,AM/NS (Essar),SHEET ,3mm*1250*2500,12300.0
9,2022,VIZAG / SAIL,Channel,150*75 STD,18243.1
9,2022,VIZAG / SAIL,Channel,125*65 STD,13191.299999999996
9,2022,AM/NS (Essar),Plate,6mm*1250*2500,1950.0
9,2022,Mahavir Steel,Beam,100*50 STD,1056.0
9,2022,Rolling,Round_Bar,25mm,47.0
9,2022,TATA Pipes,Round_Pipes (Mtr),100_C CLASS_5.4mm,2697.0
9,2022,TATA Pipes,Round_Pipes (Mtr),125_C CLASS_5.4mm,1074.0
9,2022,TATA Pipes,Round_Pipes (Mtr),80_C CLASS_4.8mm,1188.0
9,2022,TATA Pipes,Round_Pipes (Mtr),65_C CLASS_4.5mm,618.6
9,2022,TATA Pipes,Round_Pipes (Mtr),50_C CLASS_4.5mm,2599.9
9,2022,TATA Pipes,Round_Pipes (Mtr),15_C CLASS_3.2mm,8.6
9,2022,TATA Structura,Square_Pipe,75*25*2.0_YST210,1764.0
9,2022,TATA Structura,Square_Pipe,50*25*2.9_YST210,1573.6999999999998
9,2022,Mahavir Steel,Flat,50*5,240.0
9,2022,Mahavir Steel,Angle,30*30*3mm,58.8
9,2022,TATA GP Pipe ,G.P. Pipe,50*50*2.0mm,211.0
9,2022,TATA GP Pipe ,G.P. Pipe,50*25*2.0mm,26.0
9,2022,TATA GP Pipe ,G.P. Pipe,25*25*1.6mm,55.7
9,2022,TATA Pipes,Round_Pipes,50_B Class_3.6mm,362.2
9,2022,TATA Pipes,Round_Pipes,80_B CLASS_4.0mm,1805.8
9,2022,TATA Structura,Square_Pipe,100*100*2.0_YST210,4411.6
9,2022,TATA Structura,Square_Pipe,60*40*2.0_YST210,8269.84
9,2022,G.D.MALHOTRA,Angle,40*40*5mm,7092.3
9,2022,G.D.MALHOTRA,Angle,35*35*5mm,920.4
9,2022,TATA Structura,Square_Pipe,60*40*2.9_YST210,1093.3
9,2022,As Per IS2062,Flat,75*12,149.4
9,2022,Polish Bar,Polish Bar,Sq 16*16,38.0
9,2022,TATA Structura,Square_Pipe,96*48*2.9_YST210,5380.3
9,2022,TATA Structura,Square_Pipe,80*40*2.9_YST210,7569.7
9,2022,AM/NS (Essar),Plate,4mm CTL,240.0
9,2022,TATA Pipes,Round_Pipes_HD (Mtr),450_5.0mm,334.6
9,2022,VIZAG / SAIL,Angle,75*75*8mm,160.2
9,2022,VIZAG / SAIL,Angle,50*50*6mm,540.0
9,2022,TATA Structura,Square_Pipe,80*40*1.6_YST210,8328.8
9,2022,As Per IS2062,Flat,150*6,42.6
9,2022,Polish Bar,Polish Bar,Sq 32*32,385.9
9,2022,As Per IS2062,Flat,50*12,310.2
9,2022,As Per IS2062,Flat,50*6,86.60000000000001
9,2022,As Per IS2062,Flat,65*12,367.7000000000001
9,2022,Rolling,Flat,25*6,14.4
9,2022,As Per IS2062,Flat,40*12,45.6
9,2022,As Per IS2062,Flat,65*6,1110.1
9,2022,As Per IS2062,Flat,125*6,213.0
9,2022,TATA Structura,Round_Pipes,100_2.6mm,43.0
9,2022,TATA Structura,Square_Pipe,50*50*2.9_YST210,49.4
9,2022,AM/NS (Essar),Plate,4mm*2000*3650,1645.0
9,2022,As Per IS2062,Flat,100*6,861.2
9,2022,As Per IS2062,Flat,200*8,170.39999999999998
9,2022,JSW Colouron+,PPGL,0.50 CC AZ150 GSM,3326.5000000000005
9,2022,TATA Structura,Square_Pipe,25*25*2.0_YST210,3227.6200000000003
9,2022,Rajuri TMT,TMT,06 MM,520.0
9,2022,Rajuri TMT,TMT,10 MM,4795.0
9,2022,Rolling,Round_Bar,20mm,302.4
9,2022,Rajuri TMT,TMT,Bwire,145.0
9,2022,TATA Structura,Square_Pipe,150*150*4.0_YST210,1890.0
9,2022,TATA Structura,Square_Pipe,50*25*2.0_YST210,2815.4
9,2022,TATA Structura,Square_Pipe,150*150*5.0_YST210,1794.0
9,2022,G.D.MALHOTRA,Channel,75*40 -1.9,1365.0
9,2022,AM/NS (Essar),Plate,10mm*1250*2500,4000.0
9,2022,AM/NS (Essar),Plate,20mm*1250*2500,500.0
9,2022,G.D.MALHOTRA,Angle,50*50*5mm,684.0000000000001
9,2022,As Per IS2062,Flat,200*12,57.3
9,2022,AM/NS (Essar),Cheq.Plate,5mm*1250*5000 (Chq.),1320.0
9,2022,AM/NS (Essar),SHEET ,1.6mm*1250*2500,4560.0
9,2022,Rolling,Square_Bar,12*12,522.1
9,2022,AM/NS (Essar),Plate,10mm CTL,200.0
9,2022,As Per IS2062,Flat,75*8,1568.2
9,2022,G.D.MALHOTRA,Angle,35*35*4mm,478.8
9,2022,AM/NS (Essar),Plate,5mm*1500*6300,2825.0
9,2022,AM/NS (Essar),Plate,6mm*1500*6300,7500.0
9,2022,AM/NS (Essar),Plate,8mm*1500*6300,13500.0
9,2022,TATA Structura,Square_Pipe,25*25*1.2_YST210,4464.7
9,2022,TATA Structura,Square_Pipe,50*50*1.2_YST210,2898.4
9,2022,TATA Structura,Square_Pipe,60*40*1.6_YST210,25526.4
9,2022,TATA Structura,Square_Pipe,80*40*1.8_YST210,1000.0
9,2022,TATA Structura,Square_Pipe,50*25*1.6_YST210,6195.0
9,2022,TATA Structura,Square_Pipe,72*72*1.6_YST210,5061.5
9,2022,TATA Pipes,Round_Pipes (Mtr),50_B CLASS_3.6mm,30.2
9,2022,TATA Pipes,Round_Pipes (Mtr),150_C CLASS_5.4mm,8690.4
9,2022,Rajuri TMT,TMT,08 MM,4163.6
9,2022,Rajuri TMT,TMT,12 MM,1999.5
9,2022,JSW Colouron+,PPGL,Ridge,0.0
9,2022,VIZAG / SAIL,Channel,100*50 MED,8621.199999999999
9,2022,As Per IS2062,Flat,100*8,472.8
9,2022,TATA Structura,Square_Pipe,40*40*2.0_YST210,8990.6
9,2022,Rolling,Flat,40*5,2985.6000000000004
9,2022,TATA GP Pipe ,G.P. Pipe,80*40*2.0mm,64.8
9,2022,TATA GP Pipe ,G.P. Pipe,40*20*1.6mm,92.4
9,2022,TATA GP Pipe ,G.P. Pipe,50*50*1.6mm,621.8
9,2022,TATA Structura,Square_Pipe,60*40*1.2_YST210,1000.0
9,2022,TATA Structura,Square_Pipe,40*40*1.2_YST210,1500.0
9,2022,TATA Structura,Round_Pipes,40_1.6mm,1039.2
9,2022,TATA Pipes,Round_Pipes,20_2.6mm,280.8
9,2022,TATA Structura,Square_Pipe,40*20*1.6_YST210,8257.0
9,2022,AM/NS (Essar),Plate,16mm*1250*2500,400.0
9,2022,TATA Structura,Square_Pipe,72*72*4.0_YST210,4389.5
9,2022,TATA Structura,Square_Pipe,100*100*5.0_YST210,3274.4
9,2022,AM/NS (Essar),Cheq.Plate,4mm*1250*5000 (Chq.),1830.0
9,2022,TATA Pipes,Round_Pipes,32_A CLASS_2.6mm,2670.6
9,2022,TATA Structura,Round_Pipes,20_A CLASS_2.3mm,41.4
9,2022,TATA Structura,Round_Pipes,50_A CLASS_2.9mm,856.8
9,2022,TATA Structura,Round_Pipes,80_2.9mm,2432.0
9,2022,Rolling,Flat,50*5,3336.0
9,2022,Mahavir Steel,Square_Bar,20*20,344.0
9,2022,TATA Structura,Square_Pipe,96*48*3.2_YST210,1261.8
9,2022,TATA Structura,Square_Pipe,50*50*2.2_YST210,179.8
9,2022,TATA Structura,Round_Pipes,80_2.0mm,571.6
9,2022,AM/NS (Essar),Plate,5mm*1250*6300,3465.0
9,2022,AM/NS (Essar),Plate,12mm CTL,800.0
9,2022,G.D.MALHOTRA,Angle,65*65*6mm,835.2
9,2022,Rolling,Round_Bar,12mm,283.0
9,2022,AM/NS (Essar),SHEET ,3mm*1020*3660,3915.0
9,2022,As Per IS2062,Flat,75*6,42.0
9,2022,As Per IS2062,Flat,50*10,269.29999999999995
9,2022,Rolling,Round_Bar,36mm,24.4
9,2022,AM/NS (Essar),Plate,16mm*1500*6300,1200.0
9,2022,AM/NS (Essar),Plate,12mm*1500*6300,1790.0
9,2022,AM/NS (Essar),SHEET ,3mm*1500*6300,440.0
9,2022,AM/NS (Essar),Plate,5mm CTL,710.0
9,2022,TATA Pipes,Round_Pipes,50_C CLASS_4.5mm,148.6
9,2022,TATA Pipes,Round_Pipes (Mtr),40_C CLASS_4.0mm,262.2
9,2022,JINDAL STAR,G.I. Pipe(Mtr),100_5.4_C Class,566.2
9,2022,JINDAL STAR,G.I. Pipe(Mtr),40_4.0_C Class,146.9
9,2022,AM/NS (Essar),SHEET ,1.6mm*900*600,5250.0
9,2022,G.D.MALHOTRA,Angle,40*40*6mm,1617.0
9,2022,As Per IS2062,Flat,75*25,221.2
9,2022,As Per IS2062,Flat,150*12,169.2
9,2022,TATA Structura,Round_Pipes,20_1.6mm,560.0
9,2022,G.D.MALHOTRA,Flat,40*5,249.6
9,2022,TATA Pipes,Round_Pipes (Mtr),40_B CLASS_3.2mm,21.4
9,2022,As Per IS2062,Flat,100*10,93.6
9,2022,As Per IS2062,Flat,100*12,225.6
9,2022,G.D.MALHOTRA,Flat,40*10,18.6
9,2022,G.D.MALHOTRA,Flat,40*12,22.8
9,2022,TATA Structura,Square_Pipe,40*20*2.0_YST210,100.8
9,2022,TATA Structura,Square_Pipe,80*80*2.9_YST210,600.3
9,2022,TATA Structura,Square_Pipe,72*72*2.9_YST210,2412.0
9,2022,TATA Structura,Square_Pipe,100*100*4.0_YST210,1627.6
9,2022,Mahavir Steel,Angle,37*37*3mm,216.0
9,2022,Mahavir Steel,Square_Bar,12*12,305.1
9,2022,Mahavir Steel,Flat,25*5,96.0
9,2022,G.D.MALHOTRA,Flat,32*5,15.6
9,2022,Mahavir Steel,Flat,32*8,72.0
9,2022,G.D.MALHOTRA,Flat,32*6,54.0
9,2022,VIZAG / SAIL,Beam,250*125 STD,2057.4
9,2022,TATA Structura,Square_Pipe,100*100*1.6_YST210,500.0
9,2022,TATA Structura,Square_Pipe,20*20*1.6_YST210,2660.7
9,2022,AM/NS (Essar),SHEET ,3mm*1020*2500,1740.0
9,2022,As Per IS2062,Flat,40*6,45.6
9,2022,G.D.MALHOTRA,Angle,65*65*5mm,735.0
9,2022,As Per IS2062,Flat,75*16,169.2
9,2022,As Per IS2062,Flat,50*8,763.0
9,2022,AM/NS (Essar),Plate,8mm CTL,1240.0
9,2022,Apollo,Round_Pipes,100_A CLASS_3.2mm,115.9
9,2022,TATA Structura,Square_Pipe,100*100*2.5_YST210,4223.0
9,2022,TATA Structura,Square_Pipe,132*132*2.9_YST210,1800.0
9,2022,TATA Structura,Square_Pipe,50*50*1.8_YST210,1602.0
9,2022,Rajuri TMT,TMT,16 MM,2143.5
9,2022,TATA Pipes,Round_Pipes (Mtr),25_C CLASS_4.0mm,70.3
9,2022,JINDAL STAR,G.I. Pipe(Mtr),50_4.5_C Class,172.8
9,2022,TATA Structura,Square_Pipe,100*100*3.0_YST210,4887.0
9,2022,TATA Structura,Square_Pipe,132*132*4.8_YST210,540.0
9,2022,TATA Structura,Square_Pipe,122*61*3.6_YST210,4610.9
9,2022,TATA Structura,Square_Pipe,122*61*4.5_YST210,712.8
9,2022,TATA Structura,Square_Pipe,96*48*4.0_YST210,773.1
9,2022,TATA Structura,Square_Pipe,80*40*4.0_YST210,2450.0
9,2022,TATA Structura,Square_Pipe,50*25*2.6_YST210,813.0
9,2022,G.D.MALHOTRA,Channel,100*50 MED,522.0
9,2022,G.D.MALHOTRA,Angle,50*50*4mm,432.0
9,2022,G.D.MALHOTRA,Flat,65*8,97.9
9,2022,G.D.MALHOTRA,Flat,75*12,85.2
9,2022,AM/NS (Essar),Plate,6mm*2000*6300,597.0
9,2022,AM/NS (Essar),Cheq.Plate,3mm*1250*5000 (Chq.),800.0
9,2022,TATA Structura,Square_Pipe,40*40*1.8_YST210,2651.8
9,2022,TATA Structura,Square_Pipe,180*180*4.0_YST210,1831.2
9,2022,TATA Structura,Square_Pipe,20*20*1.2_YST210,1175.0
9,2022,TATA Structura,Square_Pipe,60*40*2.6_YST210,783.3
9,2022,JSW Kalinga Z Fab GP Pipe,G.P. Sheet,0.5mm*1250*2500,600.0
9,2022,TATA Structura,Square_Pipe,50*25*1.2_YST210,480.0
9,2022,Rajuri TMT,TMT,20 MM,266.3
9,2022,JSW Colouron+,PPGL,0.47 CC AZ 150 GSM,3076.3
9,2022,Mahavir Steel,Flat,25*12,2.1951219512195124
9,2022,TATA Structura,Square_Pipe,25*25*2.9_YST210,2880.0
9,2022,Rolling,Square_Bar,10*10,312.0
9,2022,G.D.MALHOTRA,Flat,25*5,30.0
9,2022,Mahavir Steel,Flat,40*5,38.4
9,2022,G.D.MALHOTRA,Flat,40*8,30.0
9,2022,TATA Structura,Square_Pipe,60*60*4.0_YST210,644.2
9,2022,AM/NS (Essar),SHEET ,2.5mm*1250*3650,270.0
9,2022,As Per IS2062,Flat,125*16,189.0
9,2022,As Per IS2062,Flat,50*25,117.6
9,2022,AM/NS (CRC),CRC Sheet,1.5mm*1540*2500,900.0
9,2022,TATA Structura,Round_Pipes,15_1.6mm,334.0
9,2022,TATA Structura,Square_Pipe,75*25*1.6_YST210,500.0
9,2022,G.D.MALHOTRA,Channel,70*35,2268.0
9,2022,As Per IS2062,Flat,65*8,49.0
9,2022,As Per IS2062,Flat,150*8,8.6
9,2022,AM/NS (Essar),SHEET ,3mm*1800*3050,540.0
9,2022,VIZAG / SAIL,Beam,150*75 L,405.0
9,2022,TATA Structura,Square_Pipe,122*61*2.5_YST210,1000.0
9,2022,AM/NS (CRC),CRC Sheet,1.5mm*1250*2500,3000.0
9,2022,TATA Pipes,Round_Pipes_HD (Mtr),500_8.0mm,2367.4
9,2022,AM/NS (Essar),Plate,8mm*1250*6300,3000.0
9,2022,AM/NS (CRC),CRC Sheet,2.5mm*1250*2500,1000.0
9,2022,AM/NS (CRC),CRC Sheet,1.8mm*1250*2500,1000.0
9,2022,TATA Structura,Square_Pipe,96*48*2.5_YST210,840.0
9,2022,TATA Structura,Round_Pipes,40_2mm,1119.4
9,2022,Mahavir Steel,Flat,25*8,211.2
9,2022,Mahavir Steel,Flat,75*10,35.4
9,2022,Mahavir Steel,Flat,40*6,22.8
9,2022,TATA Structura,Square_Pipe,80*40*4.8_YST310,0.0
9,2022,JSW Kalinga Pipe,Round_Pipes_HD (Mtr),450_6.0mm,400.6
9,2022,Apollo,Square_Pipe,150*150*3.0_YST210,405.0
9,2022,As Per IS2062,Flat,300*10,328.0
9,2022,AM/NS (Essar),Plate,20mm*1250*6300,2480.0
9,2022,Mahavir Steel,Flat,300*20,568.8
9,2022,TATA Structura,Square_Pipe,145*82*4.0_YST210,3596.0
9,2022,TATA Structura,Square_Pipe,122*61*2.9_YST210,3649.3
9,2022,TATA Structura,Square_Pipe,20*20*2.0_YST210,2260.0
9,2022,TATA Structura,Round_Pipes,65_A CLASS_2.9mm,685.2
9,2022,TATA Pipes,Round_Pipes (Mtr),150_B CLASS_4.8mm,1134.0
9,2022,AM/NS (Essar),Plate,6mm*1250*6300,1875.0
9,2022,Rolling,Flat,40*3,91.8
9,2022,TATA Durashine,PPGL,Ridge,0.0
9,2022,Mahavir Steel,Flat,65*25,76.6
9,2022,Mahavir Steel,Flat,50*8,37.7
9,2022,Apollo,Square_Pipe,80*80*4.8_YST310,717.4
9,2022,Rolling,Round_Bar,16mm,19.0
9,2022,Mahavir Steel,Channel,75*40 -1.9,78.0
9,2022,AM/NS (Essar),Plate,4mm*2000*3050,195.0
9,2022,As Per IS2062,Flat,125*12,70.8
9,2022,VIZAG / SAIL,Beam,350*140 STD,6348.0
9,2022,Polish Bar,Polish Bar,Sq 50*50,2354.4
9,2022,Apollo,Square_Pipe,72*72*6.0_YST210,349.8
9,2022,As Per IS2062,Square_Bar,40*40,452.2
9,2022,AM/NS (Essar),SHEET ,3mm*1500*2500,180.0
9,2022,AM/NS (CRC),CRC Sheet,1mm*1250*2500,375.0
9,2022,AM/NS (CRC),CRC Sheet,0.8mm*1250*2500,210.0
9,2022,G.D.MALHOTRA,Flat,50*6,28.8
9,2022,TATA Structura,Square_Pipe,32*32*2.0_YST210,3070.0
9,2022,TATA Structura,Square_Pipe,40*40*2.6_YST210,3550.0
9,2022,TATA Structura,Square_Pipe,50*25*1.8_YST210,2500.0
9,2022,TATA Structura,Square_Pipe,80*80*4.0_YST210,2166.0
9,2022,Apollo,G.I. Pipe(Mtr),40_4.0_C Class,1836.0
9,2022,Apollo,Square_Pipe,60*60*4.8_YST210,1224.6
9,2022,AM/NS (Essar),SHEET ,3mm*1250*3660,660.0
9,2022,TATA Structura,Round_Pipes,100_A CLASS_3.2mm,58.0
9,2022,AM/NS (Essar),SHEET ,3mm*1500*3050,110.0
9,2022,Mahavir Steel,Flat,40*8,30.0
9,2022,TATA Structura,Square_Pipe,32*32*1.6_YST210,677.6
9,2022,TATA GP Pipe ,G.P. Pipe,50*25*1.6mm,219.6
9,2022,TATA GP Pipe ,G.P. Pipe,80*40*1.6mm,174.0
9,2022,Rolling,Flat,32*5,62.4
9,2022,TATA Structura,Square_Pipe,80*80*4.8_YST310,195.7
