,month,year,brandid,pwid,brandname,productname,name,weight
0,8,2020,3,167,Mahavir Steel,Angle,25*25*3mm,11.0
1,8,2020,17,1,TATA Pipes,G.I. Pipe(Mtr),100_5.4_C Class,1480.0
2,8,2020,5,403,G.D.MALHOTRA,Beam,100*50 L,1707.3
3,8,2020,3,226,Mahavir Steel,Channel,75*40 -1.7,34.2
4,8,2020,16,526,Polish Bar,Polish Bar,R 16mm,9.5
5,8,2020,17,106,TATA Pipes,Round_Pipes (Mtr),150_C CLASS_5.4mm,5836.2
6,8,2020,8,239,Rajuri TMT,TMT,06 MM,195.7
7,8,2020,7,234,VIZAG / SAIL,Channel,200*75 STD,8909.3
8,8,2020,11,514,AM/NS (Essar),SHEET ,3mm*1020*3050,146.0
9,8,2020,5,223,G.D.MALHOTRA,Channel,70*35,4160.0
10,8,2020,1,20,TATA Structura,Square_Pipe,25*25*1.6_YST210,2937.2
11,8,2020,17,558,TATA Pipes,Round_Pipes (Mtr),125_C CLASS_5.4mm,3329.4
12,8,2020,7,228,VIZAG / SAIL,Channel,100*50 STD,45582.9
13,8,2020,7,231,VIZAG / SAIL,Channel,125*65 STD,9889.2
14,8,2020,7,206,VIZAG / SAIL,Angle,90*90*8mm,1404.0
15,8,2020,7,410,VIZAG / SAIL,Beam,150*75 STD,180.0
16,8,2020,11,467,AM/NS (Essar),Plate,8mm*1250*2500,1666.0
17,8,2020,3,341,Mahavir Steel,Flat,300*10,600.5
18,8,2020,1,27,TATA Structura,Square_Pipe,40*40*2.0_YST210,2289.0
19,8,2020,15,385,Rolling,Round_Bar,12mm,555.4
20,8,2020,15,254,Rolling,Flat,25*5,696.0
21,8,2020,1,145,TATA Structura,Square_Pipe,20*20*1.2_YST210,724.5
22,8,2020,1,146,TATA Structura,Square_Pipe,20*20*1.6_YST210,1873.8000000000002
23,8,2020,1,343,TATA Structura,Square_Pipe,50*50*1.6_YST210,5145.0
24,8,2020,15,255,Rolling,Flat,25*6,187.2
25,8,2020,14,328,As Per IS2062,Flat,200*8,176.4
26,8,2020,11,463,AM/NS (Essar),Plate,6mm*1250*6300,206.3
27,8,2020,11,444,AM/NS (Essar),Plate,12mm*1250*6300,558.8
28,8,2020,11,501,AM/NS (Essar),SHEET ,3.15mm*1250*2500,1716.0
29,8,2020,5,226,G.D.MALHOTRA,Channel,75*40 -1.7,10082.6
30,8,2020,15,371,Rolling,Square_Bar,10*10,4.7
31,8,2020,14,304,As Per IS2062,Flat,100*12,225.6
32,8,2020,11,507,AM/NS (Essar),SHEET ,2mm*1250*2500,750.0
33,8,2020,5,179,G.D.MALHOTRA,Angle,40*40*5mm,1134.0
34,8,2020,1,63,TATA Structura,Square_Pipe,80*40*2.9_YST210,61.9
35,8,2020,11,436,AM/NS (Essar),Plate,8mm*1500*6300,7500.0
36,8,2020,14,282,As Per IS2062,Flat,50*16,37.8
37,8,2020,11,432,AM/NS (Essar),Plate,4mm*1250*2500,2400.0
38,8,2020,5,267,G.D.MALHOTRA,Flat,40*5,1507.2
39,8,2020,5,261,G.D.MALHOTRA,Flat,32*6,9.0
40,8,2020,14,269,As Per IS2062,Flat,40*8,105.0
41,8,2020,11,476,AM/NS (Essar),Plate,4mm*1500*6300,2900.0
42,8,2020,11,435,AM/NS (Essar),Plate,5mm*1500*6300,4500.0
43,8,2020,11,433,AM/NS (Essar),Plate,5mm*1250*2500,125.0
44,8,2020,11,455,AM/NS (Essar),Plate,5mm*1250*6300,2205.0
45,8,2020,11,446,AM/NS (Essar),Plate,12mm*2000*6300,942.0
46,8,2020,5,229,G.D.MALHOTRA,Channel,100*50 MED,2296.8
47,8,2020,5,225,G.D.MALHOTRA,Channel,75*40 -1.9,1716.0
48,8,2020,3,342,Mahavir Steel,Flat,300*12,1068.8
49,8,2020,5,296,G.D.MALHOTRA,Flat,75*12,42.6
50,8,2020,3,304,Mahavir Steel,Flat,100*12,56.4
51,8,2020,5,175,G.D.MALHOTRA,Angle,35*35*5mm,280.8
52,8,2020,5,187,G.D.MALHOTRA,Angle,50*50*5mm,1299.6
53,8,2020,1,366,TATA Structura,Square_Pipe,50*50*1.2_YST210,498.0
54,8,2020,1,156,TATA Structura,Square_Pipe,40*40*1.6_YST210,702.6999999999999
55,8,2020,1,426,TATA Structura,Square_Pipe,50*25*1.6_YST210,546.0
56,8,2020,11,521,AM/NS (Essar),Cheq.Plate,4mm*1250*5000 (Chq.),1050.0
57,8,2020,14,284,As Per IS2062,Flat,50*25,294.0
58,8,2020,11,487,AM/NS (Essar),CRC Sheet,1.2mm*1250*2500,1914.0
59,8,2020,3,403,Mahavir Steel,Beam,100*50 L,369.59999999999997
60,8,2020,5,411,G.D.MALHOTRA,Beam,150*75 L,81.0
61,8,2020,1,345,TATA Structura,Square_Pipe,50*50*2.0_YST210,2304.0
62,8,2020,1,136,TATA Structura,Square_Pipe,96*48*2.5_YST210,866.9
63,8,2020,1,62,TATA Structura,Square_Pipe,80*40*2.6_YST210,709.8
64,8,2020,1,359,TATA Structura,Square_Pipe,72*72*2.6_YST210,101.9
65,8,2020,1,31,TATA Structura,Square_Pipe,40*40*2.6_YST210,210.2
66,8,2020,5,169,G.D.MALHOTRA,Angle,25*25*5mm,205.2
67,8,2020,5,188,G.D.MALHOTRA,Angle,50*50*6mm,783.0
68,8,2020,3,373,Mahavir Steel,Square_Bar,16*16,12.1
69,8,2020,5,254,G.D.MALHOTRA,Flat,25*5,60.0
70,8,2020,7,367,VIZAG / SAIL,Angle,100*100*10mm,178.8
71,8,2020,7,200,VIZAG / SAIL,Angle,75*75*10mm,264.0
72,8,2020,11,516,AM/NS (Essar),SHEET ,3mm*1250*2500,750.0
73,8,2020,5,195,G.D.MALHOTRA,Angle,65*65*8mm,92.4
74,8,2020,17,102,TATA Pipes,Round_Pipes (Mtr),100_C CLASS_5.4mm,1566.0
75,8,2020,17,84,TATA Pipes,Round_Pipes (Mtr),25_C CLASS_4.0mm,914.2
76,8,2020,17,87,TATA Pipes,Round_Pipes (Mtr),32_C CLASS_4.0mm,227.4
77,8,2020,17,90,TATA Pipes,Round_Pipes (Mtr),40_C CLASS_4.0mm,1232.3
78,8,2020,17,104,TATA Pipes,Round_Pipes (Mtr),125_B CLASS_4.8mm,286.2
79,8,2020,17,99,TATA Pipes,Round_Pipes (Mtr),80_C CLASS_4.8mm,2019.6
80,8,2020,1,21,TATA Structura,Square_Pipe,25*25*2.0_YST210,900.0
81,8,2020,8,240,Rajuri TMT,TMT,08 MM,2441.1
82,8,2020,8,241,Rajuri TMT,TMT,10 MM,1176.6
83,8,2020,8,242,Rajuri TMT,TMT,12 MM,584.1
84,8,2020,15,387,Rolling,Round_Bar,20mm,14.8
85,8,2020,17,111,TATA Pipes,Round_Pipes (Mtr),200_6.35mm,390.0
86,8,2020,17,115,TATA Pipes,Round_Pipes (Mtr),250_6.35mm,250.0
87,8,2020,17,118,TATA Pipes,Round_Pipes (Mtr),300_6.0mm,265.0
88,8,2020,3,301,Mahavir Steel,Flat,100*6,28.2
89,8,2020,11,508,AM/NS (Essar),SHEET ,2.5mm*1250*2500,186.0
90,8,2020,7,380,VIZAG / SAIL,Square_Bar,77*77,242.3
91,8,2020,7,232,VIZAG / SAIL,Channel,150*75 STD,20502.0
92,8,2020,14,307,As Per IS2062,Flat,100*25,59.8
93,8,2020,11,465,AM/NS (Essar),Plate,6mm*1830*6300,152.0
94,8,2020,11,480,AM/NS (Essar),Plate,4mm*2000*3650,1410.0
95,8,2020,11,509,AM/NS (Essar),SHEET ,2.5mm*1250*3650,180.0
96,8,2020,11,486,AM/NS (Essar),CRC Sheet,1mm*1250*2500,625.0
97,8,2020,11,468,AM/NS (Essar),Plate,8mm*1250*6300,1130.0
98,8,2020,11,440,AM/NS (Essar),Plate,10mm*1250*6300,1860.0
99,8,2020,11,448,AM/NS (Essar),Plate,14mm*1500*6300,1040.0
100,8,2020,7,389,VIZAG / SAIL,Round_Bar,32mm,37.9
101,8,2020,7,391,VIZAG / SAIL,Round_Bar,40mm,59.2
102,8,2020,14,268,As Per IS2062,Flat,40*6,228.0
103,8,2020,1,354,TATA Structura,Square_Pipe,60*40*2.0_YST210,3600.0
104,8,2020,1,164,TATA Structura,Square_Pipe,80*40*2.0_YST210,1317.6
105,8,2020,1,363,TATA Structura,Square_Pipe,80*40*1.6_YST210,1018.8
106,8,2020,1,135,TATA Structura,Square_Pipe,96*48*2.0_YST210,1398.0
107,8,2020,1,155,TATA Structura,Square_Pipe,40*40*1.2_YST210,270.0
108,8,2020,1,352,TATA Structura,Square_Pipe,60*40*1.6_YST210,600.0
109,8,2020,1,358,TATA Structura,Square_Pipe,72*72*2.0_YST210,389.70000000000005
110,8,2020,1,130,TATA Structura,Square_Pipe,100*100*2.5_YST210,630.4
111,8,2020,1,563,TATA Structura,Square_Pipe,50*25*1.2_YST210,480.0
112,8,2020,1,131,TATA Structura,Square_Pipe,100*100*3.0_YST210,459.0
113,8,2020,17,567,TATA Pipes,Seamless Pipe,25_Sch40_3.38mm,20.3
114,8,2020,5,194,G.D.MALHOTRA,Angle,65*65*6mm,69.6
115,8,2020,3,313,Mahavir Steel,Flat,125*12,141.6
116,8,2020,15,384,Rolling,Round_Bar,10mm,111.6
117,8,2020,11,522,AM/NS (Essar),Cheq.Plate,5mm*1250*5000 (Chq.),2600.0
118,8,2020,15,386,Rolling,Round_Bar,16mm,300.0
119,8,2020,17,549,TATA Pipes,G.I. Pipe(Mtr),40_3.2_B Class,43.2
120,8,2020,11,503,AM/NS (Essar),SHEET ,1.6mm*1250*1800,29.0
121,8,2020,8,244,Rajuri TMT,TMT,20 MM,1035.7
122,8,2020,8,243,Rajuri TMT,TMT,16 MM,1041.7
123,8,2020,5,286,G.D.MALHOTRA,Flat,65*6,110.2
124,8,2020,14,319,As Per IS2062,Flat,150*8,137.8
125,8,2020,5,174,G.D.MALHOTRA,Angle,35*35*4mm,189.0
126,8,2020,5,193,G.D.MALHOTRA,Angle,65*65*5mm,3057.6
127,8,2020,11,439,AM/NS (Essar),Plate,10mm*1250*2500,450.0
128,8,2020,11,430,AM/NS (Essar),Plate,6mm*1500*6300,18000.0
129,8,2020,11,479,AM/NS (Essar),Plate,4mm*2000*3050,975.0
130,8,2020,11,504,AM/NS (Essar),SHEET ,1.6mm*1250*2500,880.0
131,8,2020,5,277,G.D.MALHOTRA,Flat,50*5,252.0
132,8,2020,1,108,TATA Structura,Round_Pipes,100_2.6mm,171.8
133,8,2020,1,100,TATA Structura,Round_Pipes,100_A CLASS_3.2mm,58.0
134,8,2020,1,97,TATA Structura,Round_Pipes,80_A CLASS_3.2mm,40.3
135,8,2020,5,178,G.D.MALHOTRA,Angle,40*40*4mm,950.4000000000001
136,8,2020,5,186,G.D.MALHOTRA,Angle,50*50*4mm,54.0
137,8,2020,15,253,Rolling,Flat,25*3,28.8
138,8,2020,11,484,AM/NS (Essar),CRC Sheet,0.8mm*1250*2500,63.0
139,8,2020,11,485,AM/NS (Essar),CRC Sheet,0.9mm*1250*2500,66.0
140,8,2020,5,278,G.D.MALHOTRA,Flat,50*6,28.8
141,8,2020,5,281,G.D.MALHOTRA,Flat,50*12,28.2
142,8,2020,5,287,G.D.MALHOTRA,Flat,65*8,49.0
143,8,2020,14,299,As Per IS2062,Flat,75*25,88.2
144,8,2020,14,313,As Per IS2062,Flat,125*12,70.8
145,8,2020,1,113,TATA Structura,Round_Pipes,20_2.0mm,20.9
146,8,2020,14,291,As Per IS2062,Flat,65*25,76.6
147,8,2020,11,473,AM/NS (Essar),Plate,4mm*1000*3050,300.0
148,8,2020,5,279,G.D.MALHOTRA,Flat,50*8,75.4
149,8,2020,1,346,TATA Structura,Square_Pipe,50*50*2.2_YST210,499.5
150,8,2020,14,298,As Per IS2062,Flat,75*20,141.6
151,8,2020,11,513,AM/NS (Essar),SHEET ,3mm*1020*2500,360.0
152,8,2020,5,180,G.D.MALHOTRA,Angle,40*40*6mm,882.0
153,8,2020,14,301,As Per IS2062,Flat,100*6,56.4
154,8,2020,14,278,As Per IS2062,Flat,50*6,28.8
155,8,2020,7,388,VIZAG / SAIL,Round_Bar,25mm,46.2
156,8,2020,11,523,AM/NS (Essar),Cheq.Plate,6mm*1250*5000 (Chq.),310.0
157,8,2020,3,377,Mahavir Steel,Square_Bar,40*40,1567.6000000000001
158,8,2020,11,568,AM/NS (Essar),Plate,6mm CTL,500.0
159,8,2020,1,160,TATA Structura,Square_Pipe,80*40*4.0_YST210,3600.0
160,8,2020,3,270,Mahavir Steel,Flat,40*10,186.0
161,8,2020,17,81,TATA Pipes,Round_Pipes (Mtr),20_C CLASS_3.2mm,224.4
162,8,2020,1,154,TATA Structura,Square_Pipe,40*20*2.0_YST210,95.0
163,8,2020,9,71,Apollo,Square_Pipe,145*82*4.8_YST210,95.5
164,8,2020,1,138,TATA Structura,Square_Pipe,96*48*3.6_YST210,91.9
165,8,2020,1,45,TATA Structura,Square_Pipe,72*72*4.0_YST210,98.6
166,8,2020,1,64,TATA Structura,Square_Pipe,80*40*3.2_YST210,132.0
167,8,2020,1,365,TATA Structura,Square_Pipe,50*25*2.9_YST210,284.4
168,8,2020,15,372,Rolling,Square_Bar,12*12,465.1
169,8,2020,11,520,AM/NS (Essar),Cheq.Plate,3mm*1250*5000 (Chq.),1280.0
170,8,2020,1,142,TATA Structura,Square_Pipe,150*150*5.0_YST210,1104.0
171,9,2020,7,232,VIZAG / SAIL,Channel,150*75 STD,9233.099999999999
172,9,2020,7,228,VIZAG / SAIL,Channel,100*50 STD,12190.500000000004
173,9,2020,5,229,G.D.MALHOTRA,Channel,100*50 MED,8299.8
174,9,2020,5,225,G.D.MALHOTRA,Channel,75*40 -1.9,2021.5
175,9,2020,5,226,G.D.MALHOTRA,Channel,75*40 -1.7,6771.599999999999
176,9,2020,5,179,G.D.MALHOTRA,Angle,40*40*5mm,1766.0
177,9,2020,14,299,As Per IS2062,Flat,75*25,1015.0
178,9,2020,14,301,As Per IS2062,Flat,100*6,127.1
179,9,2020,7,234,VIZAG / SAIL,Channel,200*75 STD,3167.0
180,9,2020,7,231,VIZAG / SAIL,Channel,125*65 STD,5157.2
181,9,2020,3,225,Mahavir Steel,Channel,75*40 -1.9,117.0
182,9,2020,3,187,Mahavir Steel,Angle,50*50*5mm,45.6
183,9,2020,11,434,AM/NS (Essar),Plate,6mm*1250*2500,1500.0
184,9,2020,9,49,Apollo,Square_Pipe,80*80*4.8_YST310,391.3
185,9,2020,9,43,Apollo,Square_Pipe,60*60*4.8_YST210,753.6
186,9,2020,14,278,As Per IS2062,Flat,50*6,72.0
187,9,2020,14,270,As Per IS2062,Flat,40*10,37.2
188,9,2020,11,480,AM/NS (Essar),Plate,4mm*2000*3650,940.0
189,9,2020,15,385,Rolling,Round_Bar,12mm,90.9
190,9,2020,14,321,As Per IS2062,Flat,150*12,60.2
191,9,2020,14,281,As Per IS2062,Flat,50*12,28.2
192,9,2020,5,169,G.D.MALHOTRA,Angle,25*25*5mm,4449.6
193,9,2020,1,27,TATA Structura,Square_Pipe,40*40*2.0_YST210,915.6
194,9,2020,11,520,AM/NS (Essar),Cheq.Plate,3mm*1250*5000 (Chq.),320.0
195,9,2020,11,486,AM/NS (Essar),CRC Sheet,1mm*1250*2500,1825.0
196,9,2020,11,488,AM/NS (Essar),CRC Sheet,1.5mm*1250*2500,148.0
197,9,2020,11,432,AM/NS (Essar),Plate,4mm*1250*2500,1400.0
198,9,2020,11,508,AM/NS (Essar),SHEET ,2.5mm*1250*2500,744.0
199,9,2020,1,132,TATA Structura,Square_Pipe,100*100*4.0_YST210,1849.5
200,9,2020,1,137,TATA Structura,Square_Pipe,96*48*2.9_YST210,189.9
201,9,2020,1,36,TATA Structura,Square_Pipe,50*50*2.9_YST210,2759.5
202,9,2020,14,320,As Per IS2062,Flat,150*10,14.4
203,9,2020,17,111,TATA Pipes,Round_Pipes (Mtr),200_6.35mm,2145.0
204,9,2020,17,110,TATA Pipes,Round_Pipes (Mtr),200_5.0mm,636.0
205,9,2020,17,99,TATA Pipes,Round_Pipes (Mtr),80_C CLASS_4.8mm,1801.8
206,9,2020,17,90,TATA Pipes,Round_Pipes (Mtr),40_C CLASS_4.0mm,78.7
207,9,2020,17,93,TATA Pipes,Round_Pipes (Mtr),50_C CLASS_4.5mm,1411.4
208,9,2020,17,96,TATA Pipes,Round_Pipes (Mtr),65_C CLASS_4.5mm,570.9
209,9,2020,17,81,TATA Pipes,Round_Pipes (Mtr),20_C CLASS_3.2mm,280.5
210,9,2020,17,84,TATA Pipes,Round_Pipes (Mtr),25_C CLASS_4.0mm,562.5
211,9,2020,3,403,Mahavir Steel,Beam,100*50 L,168.0
212,9,2020,7,410,VIZAG / SAIL,Beam,150*75 STD,1003.2
213,9,2020,5,188,G.D.MALHOTRA,Angle,50*50*6mm,1525.5
214,9,2020,11,445,AM/NS (Essar),Plate,12mm*1500*6300,6650.0
215,9,2020,5,208,G.D.MALHOTRA,Angle,100*100*6mm,193.2
216,9,2020,15,386,Rolling,Round_Bar,16mm,239.5
217,9,2020,5,403,G.D.MALHOTRA,Beam,100*50 L,1604.4
218,9,2020,3,341,Mahavir Steel,Flat,300*10,43.1
219,9,2020,1,156,TATA Structura,Square_Pipe,40*40*1.6_YST210,5643.7
220,9,2020,1,20,TATA Structura,Square_Pipe,25*25*1.6_YST210,1447.7
221,9,2020,17,102,TATA Pipes,Round_Pipes (Mtr),100_C CLASS_5.4mm,5916.0
222,9,2020,17,558,TATA Pipes,Round_Pipes (Mtr),125_C CLASS_5.4mm,1396.2
223,9,2020,17,106,TATA Pipes,Round_Pipes (Mtr),150_C CLASS_5.4mm,8562.6
224,9,2020,14,286,As Per IS2062,Flat,65*6,2173.5
225,9,2020,15,267,Rolling,Flat,40*5,130.0
226,9,2020,1,67,TATA Structura,Square_Pipe,96*48*4.0_YST210,824.6
227,9,2020,15,251,Rolling,Flat,20*5,246.5
228,9,2020,1,122,TATA Structura,Round_Pipes,40_1.6mm,1098.0
229,9,2020,1,151,TATA Structura,Square_Pipe,32*32*1.6_YST210,900.0
230,9,2020,1,363,TATA Structura,Square_Pipe,80*40*1.6_YST210,2631.9
231,9,2020,1,134,TATA Structura,Square_Pipe,96*48*1.6_YST210,945.0
232,9,2020,5,180,G.D.MALHOTRA,Angle,40*40*6mm,9506.0
233,9,2020,5,269,G.D.MALHOTRA,Flat,40*8,150.0
234,9,2020,5,287,G.D.MALHOTRA,Flat,65*8,146.8
235,9,2020,11,571,AM/NS (Essar),Plate,8mm CTL,755.0
236,9,2020,11,481,AM/NS (Essar),Plate,4mm*2000*3950,2040.0
237,9,2020,5,281,G.D.MALHOTRA,Flat,50*12,141.0
238,9,2020,5,193,G.D.MALHOTRA,Angle,65*65*5mm,2793.0
239,9,2020,11,449,AM/NS (Essar),Plate,16mm*1250*2500,400.0
240,9,2020,3,315,Mahavir Steel,Flat,125*20,117.6
241,9,2020,1,49,TATA Structura,Square_Pipe,80*80*4.8_YST310,130.4
242,9,2020,5,223,G.D.MALHOTRA,Channel,70*35,1512.0
243,9,2020,1,349,TATA Structura,Square_Pipe,50*50*4.0_YST210,174.9
244,9,2020,5,277,G.D.MALHOTRA,Flat,50*5,456.0
245,9,2020,5,280,G.D.MALHOTRA,Flat,50*10,23.4
246,9,2020,5,286,G.D.MALHOTRA,Flat,65*6,128.5
247,9,2020,11,463,AM/NS (Essar),Plate,6mm*1250*6300,1500.0
248,9,2020,11,489,AM/NS (Essar),CRC Sheet,1.6mm*1250*2500,400.0
249,9,2020,11,492,AM/NS (Essar),CRC Sheet,2.5mm*1250*2500,806.0
250,9,2020,1,155,TATA Structura,Square_Pipe,40*40*1.2_YST210,900.0
251,9,2020,1,345,TATA Structura,Square_Pipe,50*50*2.0_YST210,2394.0
252,9,2020,1,164,TATA Structura,Square_Pipe,80*40*2.0_YST210,1317.6
253,9,2020,1,135,TATA Structura,Square_Pipe,96*48*2.0_YST210,1230.2
254,9,2020,1,354,TATA Structura,Square_Pipe,60*40*2.0_YST210,2394.0
255,9,2020,1,352,TATA Structura,Square_Pipe,60*40*1.6_YST210,375.0
256,9,2020,1,358,TATA Structura,Square_Pipe,72*72*2.0_YST210,2416.1000000000004
257,9,2020,1,130,TATA Structura,Square_Pipe,100*100*2.5_YST210,175.9
258,9,2020,1,563,TATA Structura,Square_Pipe,50*25*1.2_YST210,768.0
259,9,2020,1,34,TATA Structura,Square_Pipe,40*40*4.0_YST210,252.0
260,9,2020,1,160,TATA Structura,Square_Pipe,80*40*4.0_YST210,315.0
261,9,2020,1,45,TATA Structura,Square_Pipe,72*72*4.0_YST210,591.8
262,9,2020,1,42,TATA Structura,Square_Pipe,60*60*4.0_YST210,966.2
263,9,2020,1,142,TATA Structura,Square_Pipe,150*150*5.0_YST210,1578.0
264,9,2020,9,74,Apollo,Square_Pipe,200*100*4.0_YST210,324.2
265,9,2020,1,69,TATA Structura,Square_Pipe,122*61*4.5_YST210,855.4
266,9,2020,1,133,TATA Structura,Square_Pipe,100*100*5.0_YST210,1529.3
267,9,2020,11,572,AM/NS (Essar),Plate,10mm CTL,300.0
268,9,2020,1,62,TATA Structura,Square_Pipe,80*40*2.6_YST210,2047.5
269,9,2020,15,372,Rolling,Square_Bar,12*12,1498.4
270,9,2020,1,54,TATA Structura,Square_Pipe,60*40*2.6_YST210,559.5
271,9,2020,3,342,Mahavir Steel,Flat,300*12,509.40000000000003
272,9,2020,11,468,AM/NS (Essar),Plate,8mm*1250*6300,1800.0
273,9,2020,5,187,G.D.MALHOTRA,Angle,50*50*5mm,1145.6
274,9,2020,3,399,Mahavir Steel,Round_Bar,100mm,370.0
275,9,2020,14,296,As Per IS2062,Flat,75*12,2130.0
276,9,2020,3,258,Mahavir Steel,Flat,25*12,288.0
277,9,2020,1,35,TATA Structura,Square_Pipe,50*50*2.6_YST210,247.5
278,9,2020,3,375,Mahavir Steel,Square_Bar,25*25,449.1
279,9,2020,11,436,AM/NS (Essar),Plate,8mm*1500*6300,1800.0
280,9,2020,11,439,AM/NS (Essar),Plate,10mm*1250*2500,1750.0
281,9,2020,11,443,AM/NS (Essar),Plate,12mm*1250*2500,1800.0
282,9,2020,11,476,AM/NS (Essar),Plate,4mm*1500*6300,1450.0
283,9,2020,8,239,Rajuri TMT,TMT,06 MM,2434.5
284,9,2020,1,147,TATA Structura,Square_Pipe,20*20*2.0_YST210,2088.0
285,9,2020,1,79,TATA Structura,Round_Pipes,20_A CLASS_2.3mm,579.6
286,9,2020,1,82,TATA Structura,Round_Pipes,25_A CLASS_2.6mm,1425.6
287,9,2020,1,24,TATA Structura,Square_Pipe,32*32*2.0_YST210,594.0
288,9,2020,1,153,TATA Structura,Square_Pipe,40*20*1.6_YST210,1015.2
289,9,2020,1,154,TATA Structura,Square_Pipe,40*20*2.0_YST210,739.2
290,9,2020,1,136,TATA Structura,Square_Pipe,96*48*2.5_YST210,1548.0
291,9,2020,1,66,TATA Structura,Square_Pipe,96*48*3.2_YST210,1654.4
292,9,2020,1,37,TATA Structura,Square_Pipe,50*50*3.6_YST210,2958.0
293,9,2020,1,40,TATA Structura,Square_Pipe,60*60*2.9_YST210,1509.0
294,9,2020,11,505,AM/NS (Essar),SHEET ,1.6mm*910*2500,725.0
295,9,2020,11,484,AM/NS (Essar),CRC Sheet,0.8mm*1250*2500,210.0
296,9,2020,11,487,AM/NS (Essar),CRC Sheet,1.2mm*1250*2500,870.0
297,9,2020,11,516,AM/NS (Essar),SHEET ,3mm*1250*2500,4425.0
298,9,2020,11,440,AM/NS (Essar),Plate,10mm*1250*6300,6200.0
299,9,2020,7,389,VIZAG / SAIL,Round_Bar,32mm,37.9
300,9,2020,11,455,AM/NS (Essar),Plate,5mm*1250*6300,3630.0
301,9,2020,5,294,G.D.MALHOTRA,Flat,75*8,258.5
302,9,2020,5,194,G.D.MALHOTRA,Angle,65*65*6mm,69.6
303,9,2020,5,278,G.D.MALHOTRA,Flat,50*6,244.8
304,9,2020,3,373,Mahavir Steel,Square_Bar,16*16,402.0
305,9,2020,11,433,AM/NS (Essar),Plate,5mm*1250*2500,500.0
306,9,2020,11,467,AM/NS (Essar),Plate,8mm*1250*2500,2200.0
307,9,2020,11,509,AM/NS (Essar),SHEET ,2.5mm*1250*3650,900.0
308,9,2020,15,371,Rolling,Square_Bar,10*10,795.6
309,9,2020,5,175,G.D.MALHOTRA,Angle,35*35*5mm,1029.6
310,9,2020,11,444,AM/NS (Essar),Plate,12mm*1250*6300,745.0
311,9,2020,11,507,AM/NS (Essar),SHEET ,2mm*1250*2500,2300.0
312,9,2020,7,200,VIZAG / SAIL,Angle,75*75*10mm,198.0
313,9,2020,14,293,As Per IS2062,Flat,75*6,42.0
314,9,2020,15,254,Rolling,Flat,25*5,48.0
315,9,2020,1,113,TATA Structura,Round_Pipes,20_2.0mm,139.2
316,9,2020,1,85,TATA Structura,Round_Pipes,32_A CLASS_2.6mm,1066.8
317,9,2020,1,359,TATA Structura,Square_Pipe,72*72*2.6_YST210,679.2
318,9,2020,1,360,TATA Structura,Square_Pipe,72*72*2.9_YST210,720.0
319,9,2020,1,21,TATA Structura,Square_Pipe,25*25*2.0_YST210,1485.0
320,9,2020,1,22,TATA Structura,Square_Pipe,25*25*2.6_YST210,226.8
321,9,2020,1,23,TATA Structura,Square_Pipe,25*25*3.2_YST210,237.6
322,9,2020,1,426,TATA Structura,Square_Pipe,50*25*1.6_YST210,420.0
323,9,2020,1,51,TATA Structura,Square_Pipe,50*25*2.6_YST210,325.2
324,9,2020,1,362,TATA Structura,Square_Pipe,75*25*2.0_YST210,360.0
325,9,2020,11,568,AM/NS (Essar),Plate,6mm CTL,305.0
326,9,2020,17,541,TATA Pipes,G.I. Pipe(Mtr),50_4.5_C Class,1802.9
327,9,2020,17,118,TATA Pipes,Round_Pipes (Mtr),300_6.0mm,3179.5
328,9,2020,11,523,AM/NS (Essar),Cheq.Plate,6mm*1250*5000 (Chq.),3210.0
329,9,2020,17,83,TATA Pipes,Round_Pipes (Mtr),25_B CLASS_3.2mm,361.5
330,9,2020,11,504,AM/NS (Essar),SHEET ,1.6mm*1250*2500,1310.0
331,9,2020,1,31,TATA Structura,Square_Pipe,40*40*2.6_YST210,5431.2
332,9,2020,1,47,TATA Structura,Square_Pipe,80*80*3.2_YST210,450.6
333,9,2020,1,131,TATA Structura,Square_Pipe,100*100*3.0_YST210,3111.0
334,9,2020,1,348,TATA Structura,Square_Pipe,50*50*3.2_YST210,250.0
335,9,2020,3,170,Mahavir Steel,Angle,30*30*3mm,756.0
336,9,2020,1,343,TATA Structura,Square_Pipe,50*50*1.6_YST210,1695.0
337,9,2020,1,150,TATA Structura,Square_Pipe,32*32*1.2_YST210,295.2
338,9,2020,1,366,TATA Structura,Square_Pipe,50*50*1.2_YST210,498.0
339,9,2020,1,124,TATA Structura,Round_Pipes,50_1.6mm,750.0
340,9,2020,5,254,G.D.MALHOTRA,Flat,25*5,300.0
341,9,2020,5,267,G.D.MALHOTRA,Flat,40*5,480.0
342,9,2020,1,63,TATA Structura,Square_Pipe,80*40*2.9_YST210,866.9
343,9,2020,5,293,G.D.MALHOTRA,Flat,75*6,21.0
344,9,2020,11,435,AM/NS (Essar),Plate,5mm*1500*6300,1125.0
345,9,2020,14,298,As Per IS2062,Flat,75*20,3.6
346,9,2020,8,240,Rajuri TMT,TMT,08 MM,2843.5
347,9,2020,8,241,Rajuri TMT,TMT,10 MM,3789.8
348,9,2020,8,242,Rajuri TMT,TMT,12 MM,2318.0
349,9,2020,8,243,Rajuri TMT,TMT,16 MM,1283.9
350,9,2020,3,167,Mahavir Steel,Angle,25*25*3mm,330.0
351,9,2020,11,511,AM/NS (Essar),SHEET ,2.9mm*1250*2500,146.0
