,month,year,brandid,pwid,brandname,productname,name,weight
18070,12,2024,11,466,AM/NS (Essar),Plate,6mm*2000*6300,2400.0
18071,12,2024,14,378,As Per IS2062,Square_Bar,50*50,2354.4
18072,12,2024,14,1037,As Per IS2062,Channel,250*82 STD,7098.4
18073,12,2024,11,455,AM/NS (Essar),Plate,5mm*1250*6300,24355.0
18074,12,2024,17,83,TATA Pipes,Round_Pipes (Mtr),25_B CLASS_3.2mm,473.3
18075,12,2024,1,983,TATA Structura,Square_Pipe,180*180*4.0_YST210,130.7
18076,12,2024,1,39,TATA Structura,Square_Pipe,60*60*2.6_YST210,737.1
18077,12,2024,15,774,Rolling,Flat,50*3,3014.2
18078,12,2024,25,653,TATA GP Pipe ,G.P. Pipe,60*40*1.6mm,1232.1999999999998
18079,12,2024,25,648,TATA GP Pipe ,G.P. Pipe,40*40*1.6mm,945.6
18080,12,2024,25,656,TATA GP Pipe ,G.P. Pipe,20*20*1.2mm,90.0
18081,12,2024,9,1,Apollo,G.I. Pipe(Mtr),100_5.4_C Class,80.9
18082,12,2024,11,1367,AM/NS (Essar),Cheq.Plate,2.8mm*1250*5000 (Chq.),1550.0
18083,12,2024,7,1310,VIZAG / SAIL,NPB SECTION,200x100x25,10251.0
18084,12,2024,3,177,Mahavir Steel,Angle,37*37*3mm,21.6
18085,12,2024,5,229,G.D.MALHOTRA,Channel,100*50 MED,793.2
18086,12,2024,1,1288,TATA Structura,Square_Pipe,91*91*3.6_YST310,2898.0
18087,12,2024,9,616,Apollo,Round_Pipes,200_3.0mm,1896.0
18088,12,2024,1,1274,TATA Structura,Square_Pipe,60*40*4.5_YST310,390.0
18089,12,2024,1,1271,TATA Structura,Square_Pipe,50*50*4.5_YST310,599.4
18090,12,2024,17,103,TATA Pipes,Round_Pipes,125_B CLASS_4.8mm,1095.4
18091,12,2024,15,223,Rolling,Channel,70*35,3000.0
18092,12,2024,1,914,TATA Structura,Square_Pipe,180*180*6.0_YST310,2913.3
18093,12,2024,1,143,TATA Structura,Square_Pipe,150*150*6.0_YST310,1421.8
18094,12,2024,1,1255,TATA Structura,Square_Pipe,145*82*4.8_YST310,4558.900000000001
18095,12,2024,7,417,VIZAG / SAIL,Beam,350*140 STD,7742.8
18096,12,2024,14,418,As Per IS2062,Beam,400*140 STD,1502.4
18097,12,2024,14,327,As Per IS2062,Flat,200*6,338.4
18098,12,2024,14,269,As Per IS2062,Flat,40*8,540.0
18099,12,2024,14,390,As Per IS2062,Round_Bar,36mm,143.7
18100,12,2024,1,1246,TATA Structura,Square_Pipe,100*100*5.0_YST310,12688.6
18101,12,2024,15,193,Rolling,Angle,65*65*5mm,2352.0
18102,12,2024,8,742,Rajuri TMT,TMT,Bwire,130.0
18103,12,2024,1,148,TATA Structura,Square_Pipe,220*220*6.0_YST310,2142.2
18104,12,2024,30,1368,AM/NS (CRC),CRC Sheet,1.5mm*1000*2500,3000.0
18105,12,2024,60,1018,JSW GP Sheet,G.P. Sheet,0.6mm*1250*2500,592.0
18106,12,2024,60,1432,JSW GP Sheet,G.P. Sheet,0.60mm*900*2500,240.0
18107,12,2024,46,578,Other,Plate,40mm CTL,640.0
18108,12,2024,11,521,AM/NS (Essar),Cheq.Plate,4mm*1250*5000 (Chq.),7520.0
18109,12,2024,15,175,Rolling,Angle,35*35*5mm,31.2
18110,12,2024,1,1254,TATA Structura,Square_Pipe,132*132*5.4_YST310,12696.0
18111,12,2024,1,354,TATA Structura,Square_Pipe,60*40*2.0_YST210,905.5
18112,12,2024,3,229,Mahavir Steel,Channel,100*50 MED,52.2
18113,12,2024,13,761,JSW Colouron+,PPGL,0.37 Liner Sheet,2242.8
18114,12,2024,14,296,As Per IS2062,Flat,75*12,596.4
18115,12,2024,30,715,AM/NS (CRC),CRC Sheet,2mm*1500*2500,1200.0
18116,12,2024,1,1259,TATA Structura,Square_Pipe,180*180*4.0_YST310,392.4
18117,12,2024,11,1173,AM/NS (Essar),Cheq.Plate,3mm CTL (Chq.),300.0
18118,12,2024,30,1092,AM/NS (CRC),CRC Sheet,1.2mm*1000*2500,4104.0
18119,12,2024,14,286,As Per IS2062,Flat,65*6,1567.7
18120,12,2024,14,336,As Per IS2062,Flat,250*16,1695.6
18121,12,2024,14,322,As Per IS2062,Flat,150*16,564.0
18122,12,2024,15,177,Rolling,Angle,37*37*3mm,1749.6
18123,12,2024,1,146,TATA Structura,Square_Pipe,20*20*1.6_YST210,35.5
18124,12,2024,14,633,As Per IS2062,RSJ-Pole,100*116 -09mtr Light,3780.0
18125,12,2024,14,631,As Per IS2062,RSJ-Pole,100*116 -10mtr Light,3200.0
18126,12,2024,8,244,Rajuri TMT,TMT,20 MM,1100.0
18127,12,2024,8,240,Rajuri TMT,TMT,08 MM,7699.2
18128,12,2024,3,264,Mahavir Steel,Flat,32*12,180.0
18129,12,2024,3,273,Mahavir Steel,Flat,40*20,37.8
18130,12,2024,3,285,Mahavir Steel,Flat,50*32,75.4
18131,12,2024,14,328,As Per IS2062,Flat,200*8,453.6
18132,12,2024,14,312,As Per IS2062,Flat,125*10,294.0
18133,12,2024,60,768,JSW GP Sheet,G.P. Sheet,1.6mm*1250*2500,760.0
18134,12,2024,1,142,TATA Structura,Square_Pipe,150*150*5.0_YST210,8418.0
18135,12,2024,1,599,TATA Structura,Square_Pipe,150*150*4.0_YST210,630.0
18136,12,2024,1,422,TATA Structura,Square_Pipe,200*100*5.0_YST210,531.8
18137,12,2024,14,316,As Per IS2062,Flat,125*25,588.0
18138,12,2024,14,307,As Per IS2062,Flat,100*25,235.2
18139,12,2024,14,625,As Per IS2062,Flat,65*20,1409.0
18140,12,2024,15,224,Rolling,Channel,75*40 STD,1080.0
18141,12,2024,1,37,TATA Structura,Square_Pipe,50*50*3.6_YST210,6507.599999999999
18142,12,2024,1,1218,TATA Structura,Square_Pipe,100*100*3.2_YST210,399.8
18143,12,2024,1,1053,TATA Structura,Round_Pipes,40_2.6mm,940.5
18144,12,2024,7,205,VIZAG / SAIL,Angle,90*90*6mm,590.4
18145,12,2024,1,25,TATA Structura,Square_Pipe,32*32*2.6_YST210,7864.8
18146,12,2024,1,141,TATA Structura,Square_Pipe,122*61*2.9_YST210,1349.5
18147,12,2024,25,674,TATA GP Pipe ,G.P. Pipe,80*40*2.0mm,475.2
18148,12,2024,25,646,TATA GP Pipe ,G.P. Pipe,25*25*1.6mm,132.2
18149,12,2024,7,211,VIZAG / SAIL,Angle,100*100*12 mm,212.4
18150,12,2024,14,270,As Per IS2062,Flat,40*10,762.6
18151,12,2024,5,193,G.D.MALHOTRA,Angle,65*65*5mm,235.20000000000002
18152,12,2024,8,239,Rajuri TMT,TMT,06 MM,1652.5
18153,12,2024,46,240,Other,TMT,08 MM,5000.0
18154,12,2024,46,241,Other,TMT,10 MM,17100.0
18155,12,2024,46,242,Other,TMT,12 MM,28000.0
18156,12,2024,46,243,Other,TMT,16 MM,34000.0
18157,12,2024,46,245,Other,TMT,25 MM,9000.0
18158,12,2024,17,611,TATA Pipes,Round_Pipes,125_C Class_5.4mm,107.4
18159,12,2024,14,320,As Per IS2062,Flat,150*10,424.8
18160,12,2024,14,367,As Per IS2062,Angle,100*100*10mm,89.4
18161,12,2024,1,1348,TATA Structura,Square_Pipe,150*150*6.0_YST210,2369.8
18162,12,2024,1,145,TATA Structura,Square_Pipe,20*20*1.2_YST210,823.5
18163,12,2024,1,361,TATA Structura,Square_Pipe,75*25*1.6_YST210,485.1
18164,12,2024,1,426,TATA Structura,Square_Pipe,50*25*1.6_YST210,3297.6
18165,12,2024,1,124,TATA Structura,Round_Pipes,50_1.6mm,144.0
18166,12,2024,14,262,As Per IS2062,Flat,32*8,240.0
18167,12,2024,14,308,As Per IS2062,Flat,100*32,753.0
18168,12,2024,24,1336,Jindal Steel (JSPL),UC Section,203x203x46,4416.0
18169,12,2024,7,199,VIZAG / SAIL,Angle,75*75*8mm,2349.6
18170,12,2024,15,371,Rolling,Square_Bar,10*10,79.60000000000001
18171,12,2024,5,254,G.D.MALHOTRA,Flat,25*5,210.0
18172,12,2024,1,890,TATA Structura,Square_Pipe,40*20*1.2_YST210,13.0
18173,12,2024,1,1289,TATA Structura,Square_Pipe,91*91*4.5_YST310,1224.0
18174,12,2024,1,1133,TATA Structura,Square_Pipe,32*32*2.9_YST210,550.5999999999999
18175,12,2024,1,1102,TATA Structura,Square_Pipe,50*50*4.5_YST210,1996.5
18176,12,2024,1,1029,TATA Structura,Square_Pipe,60*60*6.0_YST210,849.6
18177,12,2024,1,1297,TATA Structura,Square_Pipe,200*100*6.0_YST210,810.0
18178,12,2024,1,1266,TATA Structura,Square_Pipe,40*40*4.5mm_YST310,300.0
18179,12,2024,8,242,Rajuri TMT,TMT,12 MM,2446.1
18180,12,2024,59,577,SAIL,Plate,32mm CTL,2210.0
18181,12,2024,1,1376,TATA Structura,Square_Pipe,220*220*10_YST310,2307.6
18182,12,2024,14,236,As Per IS2062,Channel,300*90 STD,2357.6
18183,12,2024,16,526,Polish Bar,Polish Bar,R 16mm,481.7
18184,12,2024,7,200,VIZAG / SAIL,Angle,75*75*10mm,990.0
18185,12,2024,14,323,As Per IS2062,Flat,150*20,849.6
18186,12,2024,14,632,As Per IS2062,RSJ-Pole,100*116 -09mtr Heavy,414.0
18187,12,2024,7,380,VIZAG / SAIL,Square_Bar,77*77,264.9
18188,12,2024,7,379,VIZAG / SAIL,Square_Bar,65*65,189.0
18189,12,2024,3,270,Mahavir Steel,Flat,40*10,558.0
18190,12,2024,14,329,As Per IS2062,Flat,200*10,188.4
18191,12,2024,15,260,Rolling,Flat,32*5,128.6
18192,12,2024,3,262,Mahavir Steel,Flat,32*8,72.0
18193,12,2024,14,283,As Per IS2062,Flat,50*20,23.8
18194,12,2024,7,1226,VIZAG / SAIL,Channel,250*80,2019.6
18195,12,2024,8,243,Rajuri TMT,TMT,16 MM,3589.4
18196,12,2024,1,751,TATA Structura,Square_Pipe,122*61*2.5_YST210,168.0
18197,12,2024,9,976,Apollo,Square_Pipe,150*25*1.6_YST210,418.5
18198,12,2024,1,69,TATA Structura,Square_Pipe,122*61*4.5_YST210,5417.3
18199,12,2024,30,492,AM/NS (CRC),CRC Sheet,2.5mm*1250*2500,868.0
18200,12,2024,17,821,TATA Pipes,Round_Pipes,32_C CLASS_4.0mm,68.2
18201,12,2024,1,1111,TATA Structura,Square_Pipe,240*120*6.0_YST310,3280.3
18202,12,2024,45,240,JSW TMT,TMT,08 MM,3000.0
18203,12,2024,45,241,JSW TMT,TMT,10 MM,4000.0
18204,12,2024,45,242,JSW TMT,TMT,12 MM,4000.0
18205,12,2024,45,243,JSW TMT,TMT,16 MM,6000.0
18206,12,2024,45,244,JSW TMT,TMT,20 MM,2500.0
18207,12,2024,45,245,JSW TMT,TMT,25 MM,2500.0
18208,12,2024,1,128,TATA Structura,Round_Pipes,80_2.9mm,324.0
18209,12,2024,16,970,Polish Bar,Polish Bar,Sq 20*20,56.7
18210,12,2024,7,236,VIZAG / SAIL,Channel,300*90 STD,4046.7999999999997
18211,12,2024,11,448,AM/NS (Essar),Plate,14mm*1500*6300,1050.0
18212,12,2024,40,991,PC Lite,PPGL,P.C.Sheet 2.0mm,0.0
18213,12,2024,15,255,Rolling,Flat,25*6,400.0
18214,12,2024,14,258,As Per IS2062,Flat,25*12,500.0
18215,12,2024,16,532,Polish Bar,Polish Bar,R 38mm,600.0
18216,12,2024,16,527,Polish Bar,Polish Bar,R 20mm,637.2
18217,12,2024,58,1326,EN8 Series,EN8 Series,EN8 R 50mm,110.0
18218,12,2024,14,392,As Per IS2062,Round_Bar,45mm,200.0
18219,12,2024,16,530,Polish Bar,Polish Bar,R 32mm,1500.0
18220,12,2024,16,531,Polish Bar,Polish Bar,R 36mm,500.0
18221,12,2024,1,1223,TATA Structura,Square_Pipe,50*25*3.2_YST210,1360.8
18222,12,2024,1,992,TATA Structura,Square_Pipe,240*120*5.0_YST310,4452.0
18223,12,2024,1,1285,TATA Structura,Square_Pipe,80*80*3.2_YST310,1892.6
18224,12,2024,3,255,Mahavir Steel,Flat,25*6,540.0
18225,12,2024,16,534,Polish Bar,Polish Bar,Sq 32*32,530.6
18226,12,2024,17,1405,TATA Pipes,Round_Pipes,15_B CLASS_2.6mm,57.6
18227,12,2024,11,471,AM/NS (Essar),Plate,8mm*2000*6300,4000.0
18228,12,2024,17,558,TATA Pipes,Round_Pipes (Mtr),125_C CLASS_5.4mm,400.8
18229,12,2024,17,90,TATA Pipes,Round_Pipes (Mtr),40_C CLASS_4.0mm,344.4
18230,12,2024,17,84,TATA Pipes,Round_Pipes (Mtr),25_C CLASS_4.0mm,33.5
18231,12,2024,17,81,TATA Pipes,Round_Pipes (Mtr),20_C CLASS_3.2mm,228.1
18232,12,2024,5,223,G.D.MALHOTRA,Channel,70*35,856.8
18233,12,2024,1,1024,TATA Structura,Round_Pipes,32_2.2mm,120.0
18234,12,2024,14,341,As Per IS2062,Flat,300*10,141.3
18235,12,2024,11,1431,AM/NS (Essar),Cheq.Plate,4mm*1250*2500,6800.0
18236,12,2024,15,1387,Rolling,Angle,25*25*4,19.2
18237,12,2024,1,147,TATA Structura,Square_Pipe,20*20*2.0_YST210,12.6
18238,12,2024,1,1287,TATA Structura,Square_Pipe,80*80*6.0_YST310,634.1
18239,12,2024,3,401,Mahavir Steel,Beam,100*50 STD,343.0
18240,12,2024,11,570,AM/NS (Essar),Plate,5mm CTL,20000.0
18241,12,2024,24,236,Jindal Steel (JSPL),Channel,300*90 STD,435.6
18242,12,2024,14,339,As Per IS2062,Flat,300*6,169.6
18243,12,2024,1,1261,TATA Structura,Square_Pipe,200*100*4.0_YST310,1297.5
18244,12,2024,1,1245,TATA Structura,Square_Pipe,100*100*4.0_YST310,1972.4
18245,12,2024,1,85,TATA Structura,Round_Pipes,32_A CLASS_2.6mm,30.5
18246,12,2024,3,268,Mahavir Steel,Flat,40*6,228.0
18247,12,2024,9,614,Apollo,Round_Pipes,125_3.0mm,57.0
18248,12,2024,14,319,As Per IS2062,Flat,150*8,394.79999999999995
18249,12,2024,14,263,As Per IS2062,Flat,32*10,30.0
18250,12,2024,17,106,TATA Pipes,Round_Pipes (Mtr),150_C CLASS_5.4mm,358.9
18251,12,2024,11,682,AM/NS (Essar),SHEET ,3mm*1250*4270,780.0
18252,12,2024,17,1049,TATA Pipes,Round_Pipes_HD (Mtr),200_4.0mm,257.3
18253,12,2024,17,644,TATA Pipes,Round_Pipes,50_B Class_3.6mm,301.8
18254,12,2024,11,465,AM/NS (Essar),Plate,6mm*1830*6300,560.0
18255,12,2024,1,34,TATA Structura,Square_Pipe,40*40*4.0_YST210,1436.4
18256,12,2024,1,1144,TATA Structura,Square_Pipe,150*150*2.5_YST210,1208.7
18257,12,2024,7,206,VIZAG / SAIL,Angle,90*90*8mm,64.8
18258,12,2024,46,570,Other,Plate,5mm CTL,16000.0
18259,12,2024,1,1291,TATA Structura,Square_Pipe,96*48*3.2_YST310,6512.4
18260,12,2024,1,74,TATA Structura,Square_Pipe,200*100*4.0_YST210,108.1
18261,12,2024,1,1280,TATA Structura,Square_Pipe,72*72*3.2_YST310,1527.6000000000001
18262,12,2024,1,1283,TATA Structura,Square_Pipe,80*40*3.2_YST310,12639.0
18263,12,2024,1,1061,TATA Structura,Square_Pipe,240*120*4.0_YST310,254.6
18264,12,2024,11,1354,AM/NS (Essar),SHEET ,3.5mm*1250*3050,636.0
18265,12,2024,11,1352,AM/NS (Essar),Plate,10mm*1500*3050,365.0
18266,12,2024,1,1258,TATA Structura,Square_Pipe,150*150*5.0_YST310,1242.0
18267,12,2024,1,1257,TATA Structura,Square_Pipe,150*150*4.0_YST310,1081.2
18268,12,2024,1,425,TATA Structura,Square_Pipe,113*113*5.4_YST310,1887.0
18269,12,2024,1,1273,TATA Structura,Square_Pipe,60*40*4.0_YST310,244.9
18270,12,2024,1,972,TATA Structura,Square_Pipe,100*100*1.6_YST210,300.0
18271,12,2024,47,1148,TATA EZYFIT,EZYFIT,100*55*1.6 (7ft x 2.5ft) Single Door,115.0
18272,12,2024,14,302,As Per IS2062,Flat,100*8,190.0
18273,12,2024,7,1096,VIZAG / SAIL,NPB SECTION,450x190x78,6815.0
18274,12,2024,7,238,VIZAG / SAIL,Channel,400*100 STD,2057.0
18275,12,2024,23,544,JINDAL STAR,G.I. Pipe(Mtr),80_4.8_C Class,1419.0
18276,12,2024,23,538,JINDAL STAR,G.I. Pipe(Mtr),25_4.0_C Class,364.0
18277,12,2024,11,470,AM/NS (Essar),Plate,8mm*1800*6300,720.0
18278,12,2024,11,514,AM/NS (Essar),SHEET ,3mm*1020*3050,152.0
18279,12,2024,11,575,AM/NS (Essar),Plate,20mm CTL,995.0
18280,12,2024,1,1439,TATA Structura,Square_Pipe,300*300*8.0mm_YST310,1771.7
18281,12,2024,17,662,TATA Pipes,Round_Pipes,40_C CLASS_4.0mm,78.7
18282,12,2024,36,619,JSW Kalinga Pipe,Round_Pipes,20_C Class_3.2mm,56.1
18283,12,2024,17,1137,TATA Pipes,Round_Pipes,300_5.0mm,235.9
18284,12,2024,11,569,AM/NS (Essar),Plate,4mm CTL,2490.0
18285,12,2024,51,1378,TATA,Welding Rod,(3.15mmX350mm) NO-10  (1 Box),0.0
18286,12,2024,30,493,AM/NS (CRC),CRC Sheet,3mm*1250*2500,3000.0
18287,12,2024,14,629,As Per IS2062,RSJ-Pole,100*116*11mtr Light,2860.0
18288,12,2024,14,1390,As Per IS2062,Square_Bar,100*100,942.0
18289,12,2024,1,47,TATA Structura,Square_Pipe,80*80*3.2_YST210,450.6
18290,12,2024,24,1444,Jindal Steel (JSPL),UC Section,203*203*52,1872.0
18291,12,2024,61,664,JSW Pragati,PPGL,0.50 CC AZ150 GSM,2710.8
18292,12,2024,5,260,G.D.MALHOTRA,Flat,32*5,15.6
18293,12,2024,1,1205,TATA Structura,Square_Pipe,72*72*2.2_YST210,1699.2
18294,12,2024,7,418,VIZAG / SAIL,Beam,400*140 STD,751.2
18295,12,2024,16,536,Polish Bar,Polish Bar,Sq 50*50,117.7
18296,12,2024,14,1226,As Per IS2062,Channel,250*80,734.4
18297,12,2024,14,335,As Per IS2062,Flat,250*10,117.7
18298,12,2024,14,333,As Per IS2062,Flat,250*6,70.6
18299,12,2024,1,1284,TATA Structura,Square_Pipe,80*40*4.0_YST310,926.0
18300,12,2024,46,433,Other,Plate,5mm*1250*2500,250.0
18301,1,2025,7,234,VIZAG / SAIL,Channel,200*75 STD,25945.2
18302,1,2025,15,969,Rolling,Flat,65*32,1000.0
18303,1,2025,30,492,AM/NS (CRC),CRC Sheet,2.5mm*1250*2500,3000.0
18304,1,2025,30,487,AM/NS (CRC),CRC Sheet,1.2mm*1250*2500,20059.0
18305,1,2025,30,488,AM/NS (CRC),CRC Sheet,1.5mm*1250*2500,30743.0
18306,1,2025,11,515,AM/NS (Essar),SHEET ,3mm*1020*3660,1950.0
18307,1,2025,11,516,AM/NS (Essar),SHEET ,3mm*1250*2500,40950.0
18308,1,2025,11,467,AM/NS (Essar),Plate,8mm*1250*2500,11900.0
18309,1,2025,30,486,AM/NS (CRC),CRC Sheet,1mm*1250*2500,17975.0
18310,1,2025,11,439,AM/NS (Essar),Plate,10mm*1250*2500,26750.0
18311,1,2025,11,683,AM/NS (Essar),Plate,4mm*1500*3050,1350.0
18312,1,2025,11,1359,AM/NS (Essar),Plate,6mm*1500*3050,7480.0
18313,1,2025,11,1352,AM/NS (Essar),Plate,10mm*1500*3050,1095.0
18314,1,2025,11,433,AM/NS (Essar),Plate,5mm*1250*2500,17125.0
18315,1,2025,14,236,As Per IS2062,Channel,300*90 STD,6098.4
18316,1,2025,1,897,TATA Structura,Square_Pipe,100*100*2.0_YST210,4356.900000000001
18317,1,2025,1,135,TATA Structura,Square_Pipe,96*48*2.0_YST210,2830.2
18318,1,2025,1,890,TATA Structura,Square_Pipe,40*20*1.2_YST210,130.0
18319,1,2025,1,112,TATA Structura,Round_Pipes,20_1.6mm,192.0
18320,1,2025,1,866,TATA Structura,Round_Pipes,15_1.6mm,4049.8
18321,1,2025,7,415,VIZAG / SAIL,Beam,250*125 STD,19202.399999999998
18322,1,2025,16,535,Polish Bar,Polish Bar,Sq 40*40,3510.1
18323,1,2025,11,443,AM/NS (Essar),Plate,12mm*1250*2500,22300.0
18324,1,2025,7,231,VIZAG / SAIL,Channel,125*65 STD,32753.799999999996
18325,1,2025,7,228,VIZAG / SAIL,Channel,100*50 STD,54521.49999999999
18326,1,2025,7,1310,VIZAG / SAIL,NPB SECTION,200x100x25,8592.9
18327,1,2025,7,198,VIZAG / SAIL,Angle,75*75*6mm,15706.0
18328,1,2025,5,187,G.D.MALHOTRA,Angle,50*50*5mm,4235.0
18329,1,2025,14,318,As Per IS2062,Flat,150*6,596.4000000000001
18330,1,2025,14,322,As Per IS2062,Flat,150*16,2256.0
18331,1,2025,5,188,G.D.MALHOTRA,Angle,50*50*6mm,2016.0
18332,1,2025,5,175,G.D.MALHOTRA,Angle,35*35*5mm,733.1999999999999
18333,1,2025,15,260,Rolling,Flat,32*5,62.4
18334,1,2025,14,267,As Per IS2062,Flat,40*5,633.6
18335,1,2025,14,277,As Per IS2062,Flat,50*5,4556.0
18336,1,2025,14,278,As Per IS2062,Flat,50*6,3412.7999999999997
18337,1,2025,11,514,AM/NS (Essar),SHEET ,3mm*1020*3050,3280.0
18338,1,2025,14,386,As Per IS2062,Round_Bar,16mm,11331.799999999997
18339,1,2025,14,387,As Per IS2062,Round_Bar,20mm,26807.5
18340,1,2025,14,310,As Per IS2062,Flat,125*6,6300.0
18341,1,2025,1,597,TATA Structura,Square_Pipe,145*82*2.9_YST210,10020.0
18342,1,2025,1,1102,TATA Structura,Square_Pipe,50*50*4.5_YST210,5307.5
18343,1,2025,1,34,TATA Structura,Square_Pipe,40*40*4.0_YST210,1764.0
18344,1,2025,11,452,AM/NS (Essar),Plate,20mm*1250*6300,5550.0
18345,1,2025,11,476,AM/NS (Essar),Plate,4mm*1500*6300,12300.0
18346,1,2025,11,432,AM/NS (Essar),Plate,4mm*1250*2500,46845.0
18347,1,2025,11,434,AM/NS (Essar),Plate,6mm*1250*2500,13000.0
18348,1,2025,11,437,AM/NS (Essar),Plate,10mm*1500*6300,47250.0
18349,1,2025,11,440,AM/NS (Essar),Plate,10mm*1250*6300,12820.0
18350,1,2025,30,485,AM/NS (CRC),CRC Sheet,0.9mm*1250*2500,9660.0
18351,1,2025,30,1212,AM/NS (CRC),CRC Sheet,CR Sheet,23565.0
18352,1,2025,7,232,VIZAG / SAIL,Channel,150*75 STD,52721.0
18353,1,2025,7,224,VIZAG / SAIL,Channel,75*40 STD,21671.0
18354,1,2025,5,226,G.D.MALHOTRA,Channel,75*40 -1.7,2217.3
18355,1,2025,5,179,G.D.MALHOTRA,Angle,40*40*5mm,3474.0
18356,1,2025,14,280,As Per IS2062,Flat,50*10,1193.4
18357,1,2025,14,299,As Per IS2062,Flat,75*25,44.8
18358,1,2025,11,479,AM/NS (Essar),Plate,4mm*2000*3050,600.0
18359,1,2025,11,513,AM/NS (Essar),SHEET ,3mm*1020*2500,2992.0
18360,1,2025,15,385,Rolling,Round_Bar,12mm,2106.7999999999997
18361,1,2025,17,736,TATA Pipes,Round_Pipes,80_B CLASS_4.0mm,652.2
18362,1,2025,1,45,TATA Structura,Square_Pipe,72*72*4.0_YST210,2170.0
18363,1,2025,30,1368,AM/NS (CRC),CRC Sheet,1.5mm*1000*2500,600.0
18364,1,2025,14,633,As Per IS2062,RSJ-Pole,100*116 -09mtr Light,2520.0
18365,1,2025,14,629,As Per IS2062,RSJ-Pole,100*116*11mtr Light,5280.0
18366,1,2025,11,463,AM/NS (Essar),Plate,6mm*1250*6300,10750.0
18367,1,2025,11,444,AM/NS (Essar),Plate,12mm*1250*6300,31500.0
18368,1,2025,11,507,AM/NS (Essar),SHEET ,2mm*1250*2500,42950.0
18369,1,2025,11,449,AM/NS (Essar),Plate,16mm*1250*2500,11100.0
18370,1,2025,1,1264,TATA Structura,Square_Pipe,40*40*3.2mm_YST310,3559.8
18371,1,2025,1,133,TATA Structura,Square_Pipe,100*100*5.0_YST210,2743.0
18372,1,2025,3,167,Mahavir Steel,Angle,25*25*3mm,151.8
18373,1,2025,15,253,Rolling,Flat,25*3,57.7
18374,1,2025,1,51,TATA Structura,Square_Pipe,50*25*2.6_YST210,4130.0
18375,1,2025,1,67,TATA Structura,Square_Pipe,96*48*4.0_YST210,5454.3
18376,1,2025,1,426,TATA Structura,Square_Pipe,50*25*1.6_YST210,2389.9000000000005
18377,1,2025,1,343,TATA Structura,Square_Pipe,50*50*1.6_YST210,32565.5
18378,1,2025,1,20,TATA Structura,Square_Pipe,25*25*1.6_YST210,2358.7
18379,1,2025,1,363,TATA Structura,Square_Pipe,80*40*1.6_YST210,5435.5
18380,1,2025,1,358,TATA Structura,Square_Pipe,72*72*2.0_YST210,928.2
18381,1,2025,13,664,JSW Colouron+,PPGL,0.50 CC AZ150 GSM,13096.400000000001
18382,1,2025,29,1239,Primus,Screw,55mm,0.0
18383,1,2025,29,1238,Primus,Screw,25mm,0.0
18384,1,2025,1,1255,TATA Structura,Square_Pipe,145*82*4.8_YST310,3039.3999999999996
18385,1,2025,1,68,TATA Structura,Square_Pipe,122*61*3.6_YST210,9467.6
18386,1,2025,1,1291,TATA Structura,Square_Pipe,96*48*3.2_YST310,4462.2
18387,1,2025,14,234,As Per IS2062,Channel,200*75 STD,6210.0
18388,1,2025,14,232,As Per IS2062,Channel,150*75 STD,14066.0
18389,1,2025,14,231,As Per IS2062,Channel,125*65 STD,60621.600000000006
18390,1,2025,15,175,Rolling,Angle,35*35*5mm,11294.4
18391,1,2025,11,451,AM/NS (Essar),Plate,16mm*1500*6300,9800.0
18392,1,2025,11,445,AM/NS (Essar),Plate,12mm*1500*6300,52550.0
18393,1,2025,11,1356,AM/NS (Essar),Plate,12mm*1500*3050,2175.0
18394,1,2025,14,328,As Per IS2062,Flat,200*8,2532.6
18395,1,2025,14,329,As Per IS2062,Flat,200*10,4333.2
18396,1,2025,1,1297,TATA Structura,Square_Pipe,200*100*6.0_YST210,4698.0
18397,1,2025,1,35,TATA Structura,Square_Pipe,50*50*2.6_YST210,8755.300000000001
18398,1,2025,14,321,As Per IS2062,Flat,150*12,846.0
18399,1,2025,14,307,As Per IS2062,Flat,100*25,235.2
18400,1,2025,14,269,As Per IS2062,Flat,40*8,1030.0
18401,1,2025,7,195,VIZAG / SAIL,Angle,65*65*8mm,1546.2
18402,1,2025,14,326,As Per IS2062,Flat,200*12,5286.4
18403,1,2025,14,283,As Per IS2062,Flat,50*20,561.5999999999999
18404,1,2025,14,296,As Per IS2062,Flat,75*12,213.0
18405,1,2025,14,288,As Per IS2062,Flat,65*10,306.0
18406,1,2025,14,306,As Per IS2062,Flat,100*20,659.4
18407,1,2025,5,225,G.D.MALHOTRA,Channel,75*40 -1.9,624.0
18408,1,2025,5,180,G.D.MALHOTRA,Angle,40*40*6mm,1293.0
18409,1,2025,11,498,AM/NS (Essar),SHEET ,3mm*1500*2500,720.0
18410,1,2025,11,459,AM/NS (Essar),Plate,5mm*2000*3050,1500.0
18411,1,2025,1,746,TATA Structura,Square_Pipe,96*48*4.8_YST310,5796.900000000001
18412,1,2025,11,571,AM/NS (Essar),Plate,8mm CTL,680.0
18413,1,2025,11,1023,AM/NS (Essar),SHEET ,2.5mm*1500*2500,1650.0
18414,1,2025,1,350,TATA Structura,Square_Pipe,50*50*5.0_YST210,175.9
18415,1,2025,1,42,TATA Structura,Square_Pipe,60*60*4.0_YST210,4536.0
18416,1,2025,1,873,TATA Structura,Square_Pipe,25*25*2.9_YST210,84.0
